Date,WARD,TotalBedsUsed
2022-01-24,KHCC-3B-MEDICAL/SURGICAL,19
2022-01-24,KHCC-3C-SURGERY,33
2022-01-24,KHCC-4A-MEDICAL/SURGICAL,17
2022-01-24,KHCC-4B-MEDICAL/SURGICAL,16
2022-01-24,KHCC-4C-HUSSAM AL-HARIRI,29
2022-01-24,KHCC-4H-ADULT ICU,3
2022-01-24,KHCC-4H-BMT,11
2022-01-24,KHCC-5H-PEDIATRIC,15
2022-01-24,KHCC-5H-PEDIATRIC ICU,8
2022-01-24,KHCC-6H-PEDIATRIC,23
2022-01-24,KHCC-7H-BMT,10
2022-01-24,KHCC-8H-SHAKOUR ABU GHAZAL,24
2022-01-24,KHCC-9H-LEUKEMIA,18
2022-01-24,KHCC-ADULT DAY CASE KSB,9
2022-01-24,KHCC-EMERGENCY ROOM,7
2022-01-24,KHCC-PED DAY CASE,17
2022-01-25,KHCC-10H-BMT,6
2022-01-25,KHCC-10H-MEDICAL/SURGICAL,15
2022-01-25,KHCC-11H-MEDICAL/SURGICAL,5
2022-01-25,KHCC-2A-MEDICAL/SURGICAL,8
2022-01-25,KHCC-2B-AICU,7
2022-01-25,KHCC-2C-SIMU,6
2022-01-25,KHCC-3A-MEDICAL/SURGICAL,14
2022-01-25,KHCC-3B-MEDICAL/SURGICAL,19
2022-01-25,KHCC-3C-SURGERY,32
2022-01-25,KHCC-4A-MEDICAL/SURGICAL,17
2022-01-25,KHCC-4B-MEDICAL/SURGICAL,16
2022-01-25,KHCC-4C-HUSSAM AL-HARIRI,30
2022-01-25,KHCC-4H-ADULT ICU,2
2022-01-25,KHCC-4H-BMT,11
2022-01-25,KHCC-5H-PEDIATRIC,14
2022-01-25,KHCC-5H-PEDIATRIC ICU,7
2022-01-25,KHCC-6H-PEDIATRIC,24
2022-01-25,KHCC-7H-BMT,10
2022-01-25,KHCC-8H-SHAKOUR ABU GHAZAL,24
2022-01-25,KHCC-9H-LEUKEMIA,15
2022-01-25,KHCC-ADULT DAY CASE KSB,5
2022-01-25,KHCC-EMERGENCY KSB ROOM,2
2022-01-25,KHCC-EMERGENCY ROOM,8
2022-01-25,KHCC-PED DAY CASE,9
2022-01-26,KHCC-10H-BMT,6
2022-01-26,KHCC-10H-MEDICAL/SURGICAL,15
2022-01-26,KHCC-11H-MEDICAL/SURGICAL,4
2022-01-26,KHCC-2A-MEDICAL/SURGICAL,8
2022-01-26,KHCC-2B-AICU,7
2022-01-26,KHCC-2C-SIMU,6
2022-01-26,KHCC-3A-MEDICAL/SURGICAL,14
2022-01-26,KHCC-3B-MEDICAL/SURGICAL,18
2022-01-26,KHCC-3C-SURGERY,31
2022-01-26,KHCC-4A-MEDICAL/SURGICAL,16
2022-01-26,KHCC-4B-MEDICAL/SURGICAL,16
2022-01-26,KHCC-4C-HUSSAM AL-HARIRI,27
2022-01-26,KHCC-4H-ADULT ICU,3
2022-01-26,KHCC-4H-BMT,12
2022-01-26,KHCC-5H-PEDIATRIC,14
2022-01-26,KHCC-5H-PEDIATRIC ICU,7
2022-01-26,KHCC-6H-PEDIATRIC,23
2022-01-26,KHCC-7H-BMT,9
2022-01-26,KHCC-8H-SHAKOUR ABU GHAZAL,24
2022-01-26,KHCC-9H-LEUKEMIA,16
2022-01-26,KHCC-ADULT DAY CASE KSB,4
2022-01-26,KHCC-EMERGENCY ROOM,4
2022-01-26,KHCC-PED DAY CASE,9
2022-01-27,KHCC-10H-BMT,5
2022-01-27,KHCC-10H-MEDICAL/SURGICAL,13
2022-01-27,KHCC-11H-MEDICAL/SURGICAL,3
2022-01-27,KHCC-2A-MEDICAL/SURGICAL,8
2022-01-27,KHCC-2B-AICU,8
2022-01-27,KHCC-2C-SIMU,6
2022-01-27,KHCC-3A-MEDICAL/SURGICAL,11
2022-01-27,KHCC-3B-MEDICAL/SURGICAL,16
2022-01-27,KHCC-3C-SURGERY,27
2022-01-27,KHCC-4A-MEDICAL/SURGICAL,17
2022-01-27,KHCC-4B-MEDICAL/SURGICAL,14
2022-01-27,KHCC-4C-HUSSAM AL-HARIRI,19
2022-01-27,KHCC-4H-ADULT ICU,4
2022-01-27,KHCC-4H-BMT,11
2022-01-27,KHCC-5H-PEDIATRIC,14
2022-01-27,KHCC-5H-PEDIATRIC ICU,7
2022-01-27,KHCC-6H-PEDIATRIC,18
2022-01-27,KHCC-7H-BMT,9
2022-01-27,KHCC-8H-SHAKOUR ABU GHAZAL,24
2022-01-27,KHCC-9H-LEUKEMIA,16
2022-01-27,KHCC-ADULT DAY CASE KSB,1
2022-01-27,KHCC-EMERGENCY ROOM,2
2022-01-28,KHCC-10H-BMT,5
2022-01-28,KHCC-10H-MEDICAL/SURGICAL,14
2022-01-28,KHCC-11H-MEDICAL/SURGICAL,4
2022-01-28,KHCC-2A-MEDICAL/SURGICAL,8
2022-01-28,KHCC-2B-AICU,8
2022-01-28,KHCC-2C-SIMU,1
2022-01-28,KHCC-3A-MEDICAL/SURGICAL,11
2022-01-28,KHCC-3B-MEDICAL/SURGICAL,17
2022-01-28,KHCC-3C-SURGERY,31
2022-01-28,KHCC-4A-MEDICAL/SURGICAL,16
2022-01-28,KHCC-4B-MEDICAL/SURGICAL,13
2022-01-28,KHCC-4C-HUSSAM AL-HARIRI,22
2022-01-28,KHCC-4H-ADULT ICU,2
2022-01-28,KHCC-4H-BMT,9
2022-01-28,KHCC-5H-PEDIATRIC,14
2022-01-28,KHCC-5H-PEDIATRIC ICU,7
2022-01-28,KHCC-6H-PEDIATRIC,18
2022-01-28,KHCC-7H-BMT,9
2022-01-28,KHCC-8H-SHAKOUR ABU GHAZAL,23
2022-01-28,KHCC-9H-LEUKEMIA,15
2022-01-28,KHCC-ADULT DAY CASE KSB,1
2022-01-28,KHCC-EMERGENCY ROOM,2
2022-01-29,KHCC-10H-BMT,6
2022-01-29,KHCC-10H-MEDICAL/SURGICAL,16
2022-01-29,KHCC-11H-MEDICAL/SURGICAL,4
2022-01-29,KHCC-2A-MEDICAL/SURGICAL,8
2022-01-29,KHCC-2B-AICU,6
2022-01-29,KHCC-2C-SIMU,3
2022-01-29,KHCC-3A-MEDICAL/SURGICAL,15
2022-01-29,KHCC-3B-MEDICAL/SURGICAL,16
2022-01-29,KHCC-3C-SURGERY,33
2022-01-29,KHCC-4A-MEDICAL/SURGICAL,19
2022-01-29,KHCC-4B-MEDICAL/SURGICAL,15
2022-01-29,KHCC-4C-HUSSAM AL-HARIRI,26
2022-01-29,KHCC-4H-ADULT ICU,1
2022-01-29,KHCC-4H-BMT,9
2022-01-29,KHCC-5H-PEDIATRIC,14
2022-01-29,KHCC-5H-PEDIATRIC ICU,7
2022-01-29,KHCC-6H-PEDIATRIC,21
2022-01-29,KHCC-7H-BMT,9
2022-01-29,KHCC-8H-SHAKOUR ABU GHAZAL,23
2022-01-29,KHCC-9H-LEUKEMIA,16
2022-01-29,KHCC-ADULT DAY CASE KSB,9
2022-01-29,KHCC-EMERGENCY ROOM,2
2022-01-30,KHCC-10H-BMT,6
2022-01-30,KHCC-10H-MEDICAL/SURGICAL,16
2022-01-30,KHCC-11H-MEDICAL/SURGICAL,6
2022-01-30,KHCC-2A-MEDICAL/SURGICAL,6
2022-01-30,KHCC-2B-AICU,2
2022-01-30,KHCC-2C-SIMU,6
2022-01-30,KHCC-3A-MEDICAL/SURGICAL,16
2022-01-30,KHCC-3B-MEDICAL/SURGICAL,19
2022-01-30,KHCC-3C-SURGERY,34
2022-01-30,KHCC-4A-MEDICAL/SURGICAL,19
2022-01-30,KHCC-4B-MEDICAL/SURGICAL,14
2022-01-30,KHCC-4C-HUSSAM AL-HARIRI,28
2022-01-30,KHCC-4H-ADULT ICU,2
2022-01-30,KHCC-4H-BMT,10
2022-01-30,KHCC-5H-PEDIATRIC,14
2022-01-30,KHCC-5H-PEDIATRIC ICU,7
2022-01-30,KHCC-6H-PEDIATRIC,22
2022-01-30,KHCC-7H-BMT,11
2022-01-30,KHCC-8H-SHAKOUR ABU GHAZAL,23
2022-01-30,KHCC-9H-LEUKEMIA,14
2022-01-30,KHCC-ADULT DAY CASE KSB,5
2022-01-30,KHCC-EMERGENCY KSB ROOM,2
2022-01-30,KHCC-EMERGENCY ROOM,4
2022-01-30,KHCC-PED DAY CASE,5
2022-01-31,KHCC-10H-BMT,5
2022-01-31,KHCC-10H-MEDICAL/SURGICAL,16
2022-01-31,KHCC-11H-MEDICAL/SURGICAL,6
2022-01-31,KHCC-2A-MEDICAL/SURGICAL,8
2022-01-31,KHCC-2B-AICU,9
2022-01-31,KHCC-2C-SIMU,6
2022-01-31,KHCC-3A-MEDICAL/SURGICAL,15
2022-01-31,KHCC-3B-MEDICAL/SURGICAL,19
2022-01-31,KHCC-3C-SURGERY,35
2022-01-31,KHCC-4A-MEDICAL/SURGICAL,19
2022-01-31,KHCC-4B-MEDICAL/SURGICAL,16
2022-01-31,KHCC-4C-HUSSAM AL-HARIRI,29
2022-01-31,KHCC-4H-ADULT ICU,3
2022-01-31,KHCC-4H-BMT,9
2022-01-31,KHCC-5H-PEDIATRIC,14
2022-01-31,KHCC-5H-PEDIATRIC ICU,6
2022-01-31,KHCC-6H-PEDIATRIC,23
2022-01-31,KHCC-7H-BMT,15
2022-01-31,KHCC-8H-SHAKOUR ABU GHAZAL,23
2022-01-31,KHCC-9H-LEUKEMIA,13
2022-01-31,KHCC-ADULT DAY CASE KSB,4
2022-01-31,KHCC-ADULT DAY CASE NZR,1
2022-01-31,KHCC-EMERGENCY KSB ROOM,3
2022-01-31,KHCC-EMERGENCY ROOM,8
2022-01-31,KHCC-PED DAY CASE,11
2022-02-01,KHCC-10H-BMT,5
2022-02-01,KHCC-10H-MEDICAL/SURGICAL,16
2022-02-01,KHCC-11H-MEDICAL/SURGICAL,5
2022-02-01,KHCC-2A-MEDICAL/SURGICAL,8
2022-02-01,KHCC-2B-AICU,9
2022-02-01,KHCC-2C-SIMU,6
2022-02-01,KHCC-3A-MEDICAL/SURGICAL,15
2022-02-01,KHCC-3B-MEDICAL/SURGICAL,19
2022-02-01,KHCC-3C-SURGERY,35
2022-02-01,KHCC-4A-MEDICAL/SURGICAL,19
2022-02-01,KHCC-4B-MEDICAL/SURGICAL,16
2022-02-01,KHCC-4C-HUSSAM AL-HARIRI,31
2022-02-01,KHCC-4H-ADULT ICU,3
2022-02-01,KHCC-4H-BMT,11
2022-02-01,KHCC-5C-KOLAGHASSI WING,10
2022-02-01,KHCC-5H-PEDIATRIC,14
2022-02-01,KHCC-5H-PEDIATRIC ICU,5
2022-02-01,KHCC-6H-PEDIATRIC,23
2022-02-01,KHCC-7H-BMT,18
2022-02-01,KHCC-8H-SHAKOUR ABU GHAZAL,23
2022-02-01,KHCC-9H-LEUKEMIA,10
2022-02-01,KHCC-ADULT DAY CASE KSB,3
2022-02-01,KHCC-EMERGENCY KSB ROOM,2
2022-02-01,KHCC-EMERGENCY ROOM,5
2022-02-01,KHCC-PED DAY CASE,4
2022-02-02,KHCC-10H-BMT,3
2022-02-02,KHCC-10H-MEDICAL/SURGICAL,16
2022-02-02,KHCC-11H-MEDICAL/SURGICAL,4
2022-02-02,KHCC-2A-MEDICAL/SURGICAL,6
2022-02-02,KHCC-2B-AICU,7
2022-02-02,KHCC-2C-SIMU,6
2022-02-02,KHCC-3A-MEDICAL/SURGICAL,16
2022-02-02,KHCC-3B-MEDICAL/SURGICAL,18
2022-02-02,KHCC-3C-SURGERY,35
2022-02-02,KHCC-4A-MEDICAL/SURGICAL,19
2022-02-02,KHCC-4B-MEDICAL/SURGICAL,18
2022-02-02,KHCC-4C-HUSSAM AL-HARIRI,31
2022-02-02,KHCC-4H-ADULT ICU,3
2022-02-02,KHCC-4H-BMT,12
2022-02-02,KHCC-5C-KOLAGHASSI WING,10
2022-02-02,KHCC-5H-PEDIATRIC,14
2022-02-02,KHCC-5H-PEDIATRIC ICU,6
2022-02-02,KHCC-6H-PEDIATRIC,24
2022-02-02,KHCC-7H-BMT,17
2022-02-02,KHCC-8H-SHAKOUR ABU GHAZAL,23
2022-02-02,KHCC-9H-LEUKEMIA,12
2022-02-02,KHCC-ADULT DAY CASE KSB,13
2022-02-02,KHCC-ADULT DAY CASE NZR,1
2022-02-02,KHCC-BMT DAY CASE,1
2022-02-02,KHCC-EMERGENCY KSB ROOM,2
2022-02-02,KHCC-EMERGENCY ROOM,5
2022-02-02,KHCC-PED DAY CASE,8
2022-02-03,KHCC-10H-BMT,3
2022-02-03,KHCC-10H-MEDICAL/SURGICAL,12
2022-02-03,KHCC-11H-MEDICAL/SURGICAL,4
2022-02-03,KHCC-2A-MEDICAL/SURGICAL,7
2022-02-03,KHCC-2B-AICU,7
2022-02-03,KHCC-2C-SIMU,6
2022-02-03,KHCC-3A-MEDICAL/SURGICAL,14
2022-02-03,KHCC-3B-MEDICAL/SURGICAL,18
2022-02-03,KHCC-3C-SURGERY,34
2022-02-03,KHCC-4A-MEDICAL/SURGICAL,19
2022-02-03,KHCC-4B-MEDICAL/SURGICAL,18
2022-02-03,KHCC-4C-HUSSAM AL-HARIRI,31
2022-02-03,KHCC-4H-ADULT ICU,7
2022-02-03,KHCC-4H-BMT,11
2022-02-03,KHCC-5C-KOLAGHASSI WING,9
2022-02-03,KHCC-5H-PEDIATRIC,14
2022-02-03,KHCC-5H-PEDIATRIC ICU,6
2022-02-03,KHCC-6H-PEDIATRIC,24
2022-02-03,KHCC-7H-BMT,16
2022-02-03,KHCC-8H-SHAKOUR ABU GHAZAL,22
2022-02-03,KHCC-9H-LEUKEMIA,13
2022-02-03,KHCC-ADULT DAY CASE KSB,4
2022-02-03,KHCC-EMERGENCY KSB ROOM,2
2022-02-03,KHCC-EMERGENCY ROOM,4
2022-02-03,KHCC-PED DAY CASE,1
2022-02-04,KHCC-10H-BMT,3
2022-02-04,KHCC-10H-MEDICAL/SURGICAL,8
2022-02-04,KHCC-11H-MEDICAL/SURGICAL,4
2022-02-04,KHCC-2A-MEDICAL/SURGICAL,8
2022-02-04,KHCC-2B-AICU,8
2022-02-04,KHCC-2C-SIMU,4
2022-02-04,KHCC-3A-MEDICAL/SURGICAL,12
2022-02-04,KHCC-3B-MEDICAL/SURGICAL,17
2022-02-04,KHCC-3C-SURGERY,30
2022-02-04,KHCC-4A-MEDICAL/SURGICAL,19
2022-02-04,KHCC-4B-MEDICAL/SURGICAL,18
2022-02-04,KHCC-4C-HUSSAM AL-HARIRI,29
2022-02-04,KHCC-4H-ADULT ICU,7
2022-02-04,KHCC-4H-BMT,11
2022-02-04,KHCC-5C-KOLAGHASSI WING,8
2022-02-04,KHCC-5H-PEDIATRIC,11
2022-02-04,KHCC-5H-PEDIATRIC ICU,3
2022-02-04,KHCC-6H-PEDIATRIC,23
2022-02-04,KHCC-7H-BMT,11
2022-02-04,KHCC-8H-SHAKOUR ABU GHAZAL,21
2022-02-04,KHCC-9H-LEUKEMIA,12
2022-02-04,KHCC-ADULT DAY CASE KSB,1
2022-02-04,KHCC-EMERGENCY ROOM,2
2022-02-05,KHCC-10H-BMT,3
2022-02-05,KHCC-10H-MEDICAL/SURGICAL,12
2022-02-05,KHCC-11H-MEDICAL/SURGICAL,3
2022-02-05,KHCC-2A-MEDICAL/SURGICAL,7
2022-02-05,KHCC-2B-AICU,9
2022-02-05,KHCC-3A-MEDICAL/SURGICAL,13
2022-02-05,KHCC-3B-MEDICAL/SURGICAL,17
2022-02-05,KHCC-3C-SURGERY,34
2022-02-05,KHCC-4A-MEDICAL/SURGICAL,19
2022-02-05,KHCC-4B-MEDICAL/SURGICAL,17
2022-02-05,KHCC-4C-HUSSAM AL-HARIRI,29
2022-02-05,KHCC-4H-ADULT ICU,7
2022-02-05,KHCC-4H-BMT,11
2022-02-05,KHCC-5C-KOLAGHASSI WING,10
2022-02-05,KHCC-5H-PEDIATRIC,11
2022-02-05,KHCC-5H-PEDIATRIC ICU,2
2022-02-05,KHCC-6H-PEDIATRIC,21
2022-02-05,KHCC-7H-BMT,9
2022-02-05,KHCC-8H-SHAKOUR ABU GHAZAL,21
2022-02-05,KHCC-9H-LEUKEMIA,14
2022-02-05,KHCC-ADULT DAY CASE KSB,14
2022-02-06,KHCC-10H-BMT,2
2022-02-06,KHCC-10H-MEDICAL/SURGICAL,16
2022-02-06,KHCC-11H-MEDICAL/SURGICAL,4
2022-02-06,KHCC-2A-MEDICAL/SURGICAL,8
2022-02-06,KHCC-2B-AICU,9
2022-02-06,KHCC-2C-SIMU,2
2022-02-06,KHCC-3A-MEDICAL/SURGICAL,16
2022-02-06,KHCC-3B-MEDICAL/SURGICAL,18
2022-02-06,KHCC-3C-SURGERY,31
2022-02-06,KHCC-4A-MEDICAL/SURGICAL,17
2022-02-06,KHCC-4B-MEDICAL/SURGICAL,16
2022-02-06,KHCC-4C-HUSSAM AL-HARIRI,28
2022-02-06,KHCC-4H-ADULT ICU,5
2022-02-06,KHCC-4H-BMT,12
2022-02-06,KHCC-5C-KOLAGHASSI WING,14
2022-02-06,KHCC-5H-PEDIATRIC,12
2022-02-06,KHCC-5H-PEDIATRIC ICU,4
2022-02-06,KHCC-6H-PEDIATRIC,21
2022-02-06,KHCC-7H-BMT,9
2022-02-06,KHCC-8H-SHAKOUR ABU GHAZAL,24
2022-02-06,KHCC-9H-LEUKEMIA,18
2022-02-06,KHCC-ADULT DAY CASE KSB,7
2022-02-06,KHCC-BMT DAY CASE,1
2022-02-06,KHCC-EMERGENCY KSB ROOM,2
2022-02-06,KHCC-EMERGENCY ROOM,4
2022-02-06,KHCC-PED DAY CASE,3
2022-02-07,KHCC-10H-MEDICAL/SURGICAL,16
2022-02-07,KHCC-11H-MEDICAL/SURGICAL,4
2022-02-07,KHCC-2A-MEDICAL/SURGICAL,8
2022-02-07,KHCC-2B-AICU,8
2022-02-07,KHCC-2C-SIMU,5
2022-02-07,KHCC-3A-MEDICAL/SURGICAL,16
2022-02-07,KHCC-3B-MEDICAL/SURGICAL,18
2022-02-07,KHCC-3C-SURGERY,33
2022-02-07,KHCC-4A-MEDICAL/SURGICAL,18
2022-02-07,KHCC-4B-MEDICAL/SURGICAL,15
2022-02-07,KHCC-4C-HUSSAM AL-HARIRI,29
2022-02-07,KHCC-4H-ADULT ICU,5
2022-02-07,KHCC-4H-BMT,11
2022-02-07,KHCC-5C-KOLAGHASSI WING,18
2022-02-07,KHCC-5H-PEDIATRIC,11
2022-02-07,KHCC-5H-PEDIATRIC ICU,6
2022-02-07,KHCC-6H-PEDIATRIC,18
2022-02-07,KHCC-7H-BMT,9
2022-02-07,KHCC-8H-SHAKOUR ABU GHAZAL,24
2022-02-07,KHCC-9H-LEUKEMIA,18
2022-02-07,KHCC-ADULT DAY CASE KSB,10
2022-02-07,KHCC-EMERGENCY KSB ROOM,2
2022-02-07,KHCC-EMERGENCY ROOM,4
2022-02-07,KHCC-PED DAY CASE,11
2022-02-08,KHCC-10H-MEDICAL/SURGICAL,15
2022-02-08,KHCC-11H-MEDICAL/SURGICAL,5
2022-02-08,KHCC-2A-MEDICAL/SURGICAL,8
2022-02-08,KHCC-2B-AICU,8
2022-02-08,KHCC-2C-SIMU,6
2022-02-08,KHCC-3A-MEDICAL/SURGICAL,16
2022-02-08,KHCC-3B-MEDICAL/SURGICAL,17
2022-02-08,KHCC-3C-SURGERY,33
2022-02-08,KHCC-4A-MEDICAL/SURGICAL,19
2022-02-08,KHCC-4B-MEDICAL/SURGICAL,16
2022-02-08,KHCC-4C-HUSSAM AL-HARIRI,27
2022-02-08,KHCC-4H-ADULT ICU,6
2022-02-08,KHCC-4H-BMT,10
2022-02-08,KHCC-5C-KOLAGHASSI WING,18
2022-02-08,KHCC-5H-PEDIATRIC,9
2022-02-08,KHCC-5H-PEDIATRIC ICU,6
2022-02-08,KHCC-6H-PEDIATRIC,20
2022-02-08,KHCC-7H-BMT,12
2022-02-08,KHCC-8H-SHAKOUR ABU GHAZAL,23
2022-02-08,KHCC-9H-LEUKEMIA,19
2022-02-08,KHCC-ADULT DAY CASE KSB,6
2022-02-08,KHCC-EMERGENCY KSB ROOM,2
2022-02-08,KHCC-EMERGENCY ROOM,2
2022-02-08,KHCC-PED DAY CASE,7
2022-02-09,KHCC-10H-MEDICAL/SURGICAL,15
2022-02-09,KHCC-11H-MEDICAL/SURGICAL,4
2022-02-09,KHCC-2A-MEDICAL/SURGICAL,7
2022-02-09,KHCC-2B-AICU,6
2022-02-09,KHCC-2C-SIMU,5
2022-02-09,KHCC-3A-MEDICAL/SURGICAL,14
2022-02-09,KHCC-3B-MEDICAL/SURGICAL,17
2022-02-09,KHCC-3C-SURGERY,34
2022-02-09,KHCC-4A-MEDICAL/SURGICAL,17
2022-02-09,KHCC-4B-MEDICAL/SURGICAL,16
2022-02-09,KHCC-4C-HUSSAM AL-HARIRI,26
2022-02-09,KHCC-4H-ADULT ICU,8
2022-02-09,KHCC-4H-BMT,10
2022-02-09,KHCC-5C-KOLAGHASSI WING,18
2022-02-09,KHCC-5H-PEDIATRIC,11
2022-02-09,KHCC-5H-PEDIATRIC ICU,8
2022-02-09,KHCC-6H-PEDIATRIC,21
2022-02-09,KHCC-7H-BMT,11
2022-02-09,KHCC-8H-SHAKOUR ABU GHAZAL,23
2022-02-09,KHCC-9H-LEUKEMIA,18
2022-02-09,KHCC-ADULT DAY CASE KSB,6
2022-02-09,KHCC-EMERGENCY ROOM,4
2022-02-09,KHCC-PED DAY CASE,10
2022-02-10,KHCC-10H-MEDICAL/SURGICAL,15
2022-02-10,KHCC-11H-MEDICAL/SURGICAL,3
2022-02-10,KHCC-2A-MEDICAL/SURGICAL,8
2022-02-10,KHCC-2B-AICU,7
2022-02-10,KHCC-2C-SIMU,6
2022-02-10,KHCC-3A-MEDICAL/SURGICAL,12
2022-02-10,KHCC-3B-MEDICAL/SURGICAL,17
2022-02-10,KHCC-3C-SURGERY,32
2022-02-10,KHCC-4A-MEDICAL/SURGICAL,18
2022-02-10,KHCC-4B-MEDICAL/SURGICAL,15
2022-02-10,KHCC-4C-HUSSAM AL-HARIRI,27
2022-02-10,KHCC-4H-ADULT ICU,8
2022-02-10,KHCC-4H-BMT,10
2022-02-10,KHCC-5C-KOLAGHASSI WING,16
2022-02-10,KHCC-5H-PEDIATRIC,11
2022-02-10,KHCC-5H-PEDIATRIC ICU,7
2022-02-10,KHCC-6H-PEDIATRIC,22
2022-02-10,KHCC-7H-BMT,12
2022-02-10,KHCC-8H-SHAKOUR ABU GHAZAL,22
2022-02-10,KHCC-9H-LEUKEMIA,18
2022-02-10,KHCC-ADULT DAY CASE KSB,5
2022-02-10,KHCC-BMT DAY CASE,2
2022-02-10,KHCC-EMERGENCY KSB ROOM,2
2022-02-10,KHCC-EMERGENCY ROOM,3
2022-02-10,KHCC-PED DAY CASE,5
2022-02-11,KHCC-10H-MEDICAL/SURGICAL,10
2022-02-11,KHCC-11H-MEDICAL/SURGICAL,3
2022-02-11,KHCC-2A-MEDICAL/SURGICAL,8
2022-02-11,KHCC-2B-AICU,6
2022-02-11,KHCC-2C-SIMU,3
2022-02-11,KHCC-3A-MEDICAL/SURGICAL,10
2022-02-11,KHCC-3B-MEDICAL/SURGICAL,17
2022-02-11,KHCC-3C-SURGERY,24
2022-02-11,KHCC-4A-MEDICAL/SURGICAL,17
2022-02-11,KHCC-4B-MEDICAL/SURGICAL,15
2022-02-11,KHCC-4C-HUSSAM AL-HARIRI,24
2022-02-11,KHCC-4H-ADULT ICU,8
2022-02-11,KHCC-4H-BMT,9
2022-02-11,KHCC-5C-KOLAGHASSI WING,16
2022-02-11,KHCC-5H-PEDIATRIC,11
2022-02-11,KHCC-5H-PEDIATRIC ICU,8
2022-02-11,KHCC-6H-PEDIATRIC,19
2022-02-11,KHCC-7H-BMT,8
2022-02-11,KHCC-8H-SHAKOUR ABU GHAZAL,21
2022-02-11,KHCC-9H-LEUKEMIA,17
2022-02-11,KHCC-ADULT DAY CASE KSB,1
2022-02-11,KHCC-EMERGENCY KSB ROOM,1
2022-02-11,KHCC-EMERGENCY ROOM,1
2022-02-12,KHCC-10H-MEDICAL/SURGICAL,12
2022-02-12,KHCC-11H-MEDICAL/SURGICAL,2
2022-02-12,KHCC-2A-MEDICAL/SURGICAL,8
2022-02-12,KHCC-2B-AICU,5
2022-02-12,KHCC-2C-SIMU,4
2022-02-12,KHCC-3A-MEDICAL/SURGICAL,13
2022-02-12,KHCC-3B-MEDICAL/SURGICAL,16
2022-02-12,KHCC-3C-SURGERY,33
2022-02-12,KHCC-4A-MEDICAL/SURGICAL,18
2022-02-12,KHCC-4B-MEDICAL/SURGICAL,16
2022-02-12,KHCC-4C-HUSSAM AL-HARIRI,26
2022-02-12,KHCC-4H-ADULT ICU,5
2022-02-12,KHCC-4H-BMT,9
2022-02-12,KHCC-5C-KOLAGHASSI WING,16
2022-02-12,KHCC-5H-PEDIATRIC,8
2022-02-12,KHCC-5H-PEDIATRIC ICU,8
2022-02-12,KHCC-6H-PEDIATRIC,19
2022-02-12,KHCC-7H-BMT,8
2022-02-12,KHCC-8H-SHAKOUR ABU GHAZAL,18
2022-02-12,KHCC-9H-LEUKEMIA,12
2022-02-12,KHCC-ADULT DAY CASE KSB,8
2022-02-12,KHCC-EMERGENCY ROOM,4
2022-02-13,KHCC-10H-MEDICAL/SURGICAL,11
2022-02-13,KHCC-11H-MEDICAL/SURGICAL,2
2022-02-13,KHCC-2A-MEDICAL/SURGICAL,8
2022-02-13,KHCC-2B-AICU,6
2022-02-13,KHCC-2C-SIMU,5
2022-02-13,KHCC-3A-MEDICAL/SURGICAL,13
2022-02-13,KHCC-3B-MEDICAL/SURGICAL,17
2022-02-13,KHCC-3C-SURGERY,31
2022-02-13,KHCC-4A-MEDICAL/SURGICAL,18
2022-02-13,KHCC-4B-MEDICAL/SURGICAL,18
2022-02-13,KHCC-4C-HUSSAM AL-HARIRI,27
2022-02-13,KHCC-4H-ADULT ICU,9
2022-02-13,KHCC-4H-BMT,11
2022-02-13,KHCC-5C-KOLAGHASSI WING,14
2022-02-13,KHCC-5H-PEDIATRIC,9
2022-02-13,KHCC-5H-PEDIATRIC ICU,7
2022-02-13,KHCC-6H-PEDIATRIC,18
2022-02-13,KHCC-7H-BMT,10
2022-02-13,KHCC-8H-SHAKOUR ABU GHAZAL,20
2022-02-13,KHCC-9H-LEUKEMIA,13
2022-02-13,KHCC-ADULT DAY CASE KSB,4
2022-02-13,KHCC-EMERGENCY KSB ROOM,1
2022-02-13,KHCC-EMERGENCY ROOM,4
2022-02-13,KHCC-PED DAY CASE,1
2022-02-14,KHCC-10H-MEDICAL/SURGICAL,13
2022-02-14,KHCC-11H-MEDICAL/SURGICAL,2
2022-02-14,KHCC-2A-MEDICAL/SURGICAL,7
2022-02-14,KHCC-2B-AICU,7
2022-02-14,KHCC-2C-SIMU,3
2022-02-14,KHCC-3A-MEDICAL/SURGICAL,12
2022-02-14,KHCC-3B-MEDICAL/SURGICAL,19
2022-02-14,KHCC-3C-SURGERY,32
2022-02-14,KHCC-4A-MEDICAL/SURGICAL,18
2022-02-14,KHCC-4B-MEDICAL/SURGICAL,18
2022-02-14,KHCC-4C-HUSSAM AL-HARIRI,29
2022-02-14,KHCC-4H-ADULT ICU,9
2022-02-14,KHCC-4H-BMT,10
2022-02-14,KHCC-5C-KOLAGHASSI WING,14
2022-02-14,KHCC-5H-PEDIATRIC,11
2022-02-14,KHCC-5H-PEDIATRIC ICU,9
2022-02-14,KHCC-6H-PEDIATRIC,18
2022-02-14,KHCC-7H-BMT,10
2022-02-14,KHCC-8H-SHAKOUR ABU GHAZAL,20
2022-02-14,KHCC-9H-LEUKEMIA,14
2022-02-14,KHCC-ADULT DAY CASE KSB,5
2022-02-14,KHCC-EMERGENCY KSB ROOM,1
